I%M/ˆ`<†-q.iié\md¸a§=¬LŒÁKXþtemp,light,hum
24.00,16.67,60.40
24.00,16.67,60.40
24.00,10.00,60.40
24.00,10.00,60.40
24.00,13.33,60.40
24.00,16.67,60.40
24.00,13.33,60.40
24.00,13.33,61.10
24.00,16.67,61.10
24.00,13.33,61.10
24.00,13.33,61.10
24.00,13.33,61.10
24.00,13.33,61.10
24.00,13.33,61.10
24.00,13.33,61.10
24.00,10.00,61.10
24.00,13.33,62.00
24.00,13.33,62.00
24.00,13.33,62.00
24.00,13.33,62.00
24.00,13.33,62.00
24.00,16.67,62.00
24.00,16.67,62.00
24.00,13.33,62.00
24.00,16.67,61.90
24.00,13.33,61.90
24.00,16.67,61.90
24.00,16.67,61.90
24.00,10.00,61.90
24.00,10.00,61.90
24.00,13.33,61.90
24.00,13.33,61.90
24.00,13.33,61.90
24.00,13.33,63.80
24.00,10.00,63.80
24.00,13.33,63.80
24.00,16.67,63.80
24.00,13.33,63.80
24.00,13.33,63.80
24.00,13.33,63.80
24.00,16.67,63.80
24.10,10.00,60.90
24.10,10.00,60.90
24.10,13.33,60.90
24.10,16.67,60.90
24.10,13.33,60.90
24.10,13.33,60.90
24.10,13.33,60.90
24.10,13.33,60.90
24.10,16.67,60.90
24.10,16.67,61.40
24.10,16.67,61.40
24.10,16.67,61.40
24.10,16.67,61.40
24.10,10.00,61.40
24.10,10.00,61.40
24.10,10.00,61.40
24.10,13.33,61.40
24.10,13.33,62.60
24.10,16.67,62.60
24.10,13.33,62.60
24.10,16.67,62.60
24.10,10.00,62.60
24.10,16.67,62.60
24.10,13.33,62.60
24.10,13.33,62.60
24.10,13.33,62.60
24.20,13.33,63.90
24.20,10.00,63.90
24.20,13.33,63.90
24.20,13.33,63.90
24.20,16.67,63.90
24.20,13.33,63.90
24.20,13.33,63.90
24.20,16.67,63.90
24.00,16.67,61.20
24.00,13.33,61.20
24.00,10.00,61.20
24.00,10.00,61.20
24.00,16.67,61.20
24.00,16.67,61.20
24.00,16.67,61.20
24.00,16.67,61.20
24.00,13.33,61.20
24.00,16.67,60.50
24.00,13.33,60.50
24.00,16.67,60.50
24.00,16.67,60.50
24.00,13.33,60.50
24.00,16.67,60.50
24.00,10.00,60.50
24.00,10.00,60.50
24.10,16.67,61.10
24.10,13.33,61.10
24.10,13.33,61.10
24.10,13.33,61.10
24.10,16.67,61.10
24.10,16.67,61.10
24.10,13.33,61.10
24.10,16.67,61.10
24.10,13.33,61.10
24.00,16.67,60.60
24.00,13.33,60.60
24.00,13.33,60.60
24.00,13.33,60.60
24.00,16.67,60.60
24.00,13.33,60.60
24.00,13.33,60.60
24.00,13.33,60.60
24.10,16.67,60.40
24.10,13.33,60.40
24.10,13.33,60.40
24.10,16.67,60.40
24.10,13.33,60.40
24.10,13.33,60.40
24.10,13.33,60.40
24.10,10.00,60.40
24.10,13.33,60.40
24.00,16.67,60.70
24.00,13.33,60.70
24.00,16.67,60.70
24.00,13.33,60.70
24.00,13.33,60.70
24.00,10.00,60.70
24.00,13.33,60.70
24.00,10.00,60.70
24.10,13.33,64.30
24.10,16.67,64.30
24.10,16.67,64.30
24.10,10.00,64.30
24.10,13.33,64.30
24.10,16.67,64.30
24.10,10.00,64.30
24.10,16.67,64.30
24.10,13.33,64.30
24.00,16.67,59.30
24.00,16.67,59.30
24.00,16.67,59.30
24.00,13.33,59.30
24.00,16.67,59.30
24.00,13.33,59.30
24.00,13.33,59.30
24.00,10.00,59.30
24.20,10.00,62.30
24.20,10.00,62.30
24.20,16.67,62.30
24.20,13.33,62.30
24.20,13.33,62.30
24.20,13.33,62.30
24.20,16.67,62.30
24.20,13.33,62.30
24.20,13.33,62.30
24.00,13.33,60.10
24.00,13.33,60.10
24.00,16.67,60.10
24.00,13.33,60.10
24.00,10.00,60.10
24.00,13.33,60.10
24.00,16.67,60.10
24.00,16.67,60.10
24.10,13.33,58.40
24.10,16.67,58.40
24.10,16.67,58.40
24.10,16.67,58.40
24.10,13.33,58.40
24.10,13.33,58.40
24.10,13.33,58.40
24.10,13.33,58.40
24.10,10.00,58.40
24.00,10.00,62.90
24.00,10.00,62.90
24.00,13.33,62.90
24.00,16.67,62.90
24.00,13.33,62.90
24.00,13.33,62.90
24.00,13.33,62.90
24.00,13.33,62.90
24.10,16.67,62.90
24.10,16.67,62.90
24.10,13.33,62.90
24.10,13.33,62.90
24.10,10.00,62.90
24.10,13.33,62.90
24.10,10.00,62.90
24.10,13.33,62.90
24.10,13.33,62.90
24.30,13.33,60.20
24.30,13.33,60.20
24.30,13.33,60.20
24.30,16.67,60.20
24.30,16.67,60.20
24.30,13.33,60.20
24.30,13.33,60.20
24.30,13.33,60.20
24.10,10.00,61.80
24.10,10.00,61.80
24.10,10.00,61.80
24.10,13.33,61.80
24.10,13.33,61.80
24.10,16.67,61.80
24.10,16.67,61.80
24.10,16.67,61.80
24.10,16.67,61.80
24.20,16.67,61.60
24.20,13.33,61.60
24.20,13.33,61.60
24.20,13.33,61.60
24.20,13.33,61.60
24.20,10.00,61.60
24.20,10.00,61.60
24.20,16.67,61.60
24.00,13.33,61.20
24.00,16.67,61.20
24.00,13.33,61.20
24.00,13.33,61.20
24.00,13.33,61.20
24.00,13.33,61.20
24.00,10.00,61.20
24.00,13.33,61.20
24.00,16.67,61.20
24.10,13.33,60.60
24.10,10.00,60.60
24.10,13.33,60.60
24.10,13.33,60.60
24.10,13.33,60.60
24.10,13.33,60.60
24.10,16.67,60.60
24.10,13.33,60.60
24.20,16.67,58.90
24.20,16.67,58.90
24.20,13.33,58.90
24.20,13.33,58.90
24.20,16.67,58.90
24.20,10.00,58.90
24.20,10.00,58.90
24.20,10.00,58.90
24.20,13.33,58.90
24.10,13.33,62.40
24.10,16.67,62.40
24.10,13.33,62.40
24.10,13.33,62.40
24.10,16.67,62.40
24.10,16.67,62.40
24.10,16.67,62.40
24.10,13.33,62.40
24.40,13.33,59.30
24.40,13.33,59.30
24.40,13.33,59.30
24.40,10.00,59.30
24.40,13.33,59.30
24.40,13.33,59.30
24.40,16.67,59.30
24.40,16.67,59.30
24.40,16.67,59.30
24.10,16.67,62.20
24.10,16.67,62.20
24.10,13.33,62.20
24.10,13.33,62.20
24.10,16.67,62.20
24.10,13.33,62.20
24.10,13.33,62.20
24.10,10.00,62.20
24.20,10.00,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,16.67,59.80
24.20,16.67,59.80
24.20,16.67,59.80
24.20,16.67,59.80
24.20,13.33,59.80
24.20,13.33,63.60
24.20,13.33,63.60
24.20,16.67,63.60
24.20,10.00,63.60
24.20,10.00,63.60
24.20,13.33,63.60
24.20,13.33,63.60
24.20,13.33,63.60
24.20,16.67,63.60
24.20,16.67,58.80
24.20,13.33,58.80
24.20,16.67,58.80
24.20,16.67,58.80
24.20,13.33,58.80
24.20,13.33,58.80
24.20,13.33,58.80
24.20,10.00,58.80
24.30,13.33,62.40
24.30,13.33,62.40
24.30,13.33,62.40
24.30,13.33,62.40
24.30,16.67,62.40
24.30,13.33,62.40
24.30,13.33,62.40
24.30,16.67,62.40
24.30,13.33,62.40
24.10,13.33,58.60
24.10,16.67,58.60
24.10,13.33,58.60
24.10,10.00,58.60
24.10,13.33,58.60
24.10,13.33,58.60
24.10,13.33,58.60
24.10,16.67,58.60
24.20,16.67,60.70
24.20,13.33,60.70
24.20,13.33,60.70
24.20,13.33,60.70
24.20,13.33,60.70
24.20,10.00,60.70
24.20,13.33,60.70
24.20,16.67,60.70
24.20,10.00,60.70
24.10,13.33,61.70
24.10,16.67,61.70
24.10,13.33,61.70
24.10,13.33,61.70
24.10,16.67,61.70
24.10,13.33,61.70
24.10,13.33,61.70
24.10,13.33,61.70
24.20,20.00,62.60
24.20,13.33,62.60
24.20,16.67,62.60
24.20,16.67,62.60
24.20,10.00,62.60
24.20,10.00,62.60
24.20,16.67,62.60
24.20,13.33,62.60
24.20,13.33,62.60
24.20,13.33,64.00
24.20,13.33,64.00
24.20,13.33,64.00
24.20,13.33,64.00
24.20,16.67,64.00
24.20,13.33,64.00
24.20,16.67,64.00
24.20,13.33,64.00
24.20,10.00,59.30
24.20,10.00,59.30
24.20,13.33,59.30
24.20,13.33,59.30
24.20,16.67,59.30
24.20,13.33,59.30
24.20,13.33,59.30
24.20,16.67,59.30
24.20,13.33,59.30
24.20,16.67,60.70
24.20,10.00,60.70
24.20,10.00,60.70
24.20,13.33,60.70
24.20,13.33,60.70
24.20,10.00,60.70
24.20,16.67,60.70
24.20,16.67,60.70
24.20,16.67,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,16.67,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,10.00,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.30,13.33,60.70
24.30,10.00,60.70
24.30,13.33,60.70
24.30,13.33,60.70
24.30,16.67,60.70
24.30,13.33,60.70
24.30,13.33,60.70
24.30,13.33,60.70
24.40,13.33,59.60
24.40,16.67,59.60
24.40,10.00,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.20,13.33,58.80
24.20,13.33,58.80
24.20,13.33,58.80
24.20,13.33,58.80
24.20,16.67,58.80
24.20,16.67,58.80
24.20,10.00,58.80
24.20,13.33,58.80
24.30,16.67,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,60.90
24.30,13.33,59.90
24.30,16.67,59.90
24.30,10.00,59.90
24.30,13.33,59.90
24.30,13.33,59.90
24.30,13.33,59.90
24.30,13.33,59.90
24.30,13.33,59.90
24.10,13.33,61.50
24.10,13.33,61.50
24.10,13.33,61.50
24.10,16.67,61.50
24.10,13.33,61.50
24.10,16.67,61.50
24.10,13.33,61.50
24.10,10.00,61.50
24.10,13.33,61.50
24.20,16.67,61.90
24.20,13.33,61.90
24.20,16.67,61.90
24.20,13.33,61.90
24.20,13.33,61.90
24.20,13.33,61.90
24.20,13.33,61.90
24.20,16.67,61.90
24.40,13.33,58.50
24.40,16.67,58.50
24.40,13.33,58.50
24.40,10.00,58.50
24.40,16.67,58.50
24.40,16.67,58.50
24.40,13.33,58.50
24.40,16.67,58.50
24.40,13.33,58.50
24.40,13.33,59.80
24.40,13.33,59.80
24.40,13.33,59.80
24.40,16.67,59.80
24.40,16.67,59.80
24.40,16.67,59.80
24.40,13.33,59.80
24.40,10.00,59.80
24.40,16.67,57.70
24.40,16.67,57.70
24.40,13.33,57.70
24.40,16.67,57.70
24.40,13.33,57.70
24.40,13.33,57.70
24.40,13.33,57.70
24.40,16.67,57.70
24.40,13.33,57.70
24.30,16.67,61.30
24.30,13.33,61.30
24.30,16.67,61.30
24.30,10.00,61.30
24.30,13.33,61.30
24.30,13.33,61.30
24.30,13.33,61.30
24.30,16.67,61.30
24.40,13.33,59.70
24.40,13.33,59.70
24.40,13.33,59.70
24.40,16.67,59.70
24.40,13.33,59.70
24.40,16.67,59.70
24.40,16.67,59.70
24.40,13.33,59.70
24.40,10.00,59.70
24.20,10.00,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,13.33,59.80
24.20,16.67,59.80
24.20,16.67,59.80
24.40,13.33,63.90
24.40,16.67,63.90
24.40,16.67,63.90
24.40,13.33,63.90
24.40,10.00,63.90
24.40,10.00,63.90
24.40,13.33,63.90
24.40,13.33,63.90
24.40,16.67,63.90
24.30,16.67,62.70
24.30,13.33,62.70
24.30,16.67,62.70
24.30,16.67,62.70
24.30,13.33,62.70
24.30,13.33,62.70
24.30,16.67,62.70
24.30,13.33,62.70
24.30,10.00,59.70
24.30,10.00,59.70
24.30,10.00,59.70
24.30,13.33,59.70
24.30,16.67,59.70
24.30,13.33,59.70
24.30,16.67,59.70
24.30,13.33,59.70
24.30,16.67,59.70
24.30,16.67,61.30
24.30,13.33,61.30
24.30,16.67,61.30
24.30,16.67,61.30
24.30,13.33,61.30
24.30,13.33,61.30
24.30,10.00,61.30
24.30,16.67,61.30
24.40,13.33,60.00
24.40,13.33,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.40,13.33,59.60
24.40,10.00,59.60
24.40,10.00,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.20,16.67,62.20
24.20,13.33,62.20
24.20,13.33,62.20
24.20,13.33,62.20
24.20,16.67,62.20
24.20,10.00,62.20
24.20,10.00,62.20
24.20,13.33,62.20
24.20,16.67,62.20
24.30,13.33,59.60
24.30,13.33,59.60
24.30,13.33,59.60
24.30,16.67,59.60
24.30,16.67,59.60
24.30,16.67,59.60
24.30,16.67,59.60
24.30,13.33,59.60
24.30,16.67,60.00
24.30,10.00,60.00
24.30,10.00,60.00
24.30,13.33,60.00
24.30,16.67,60.00
24.30,13.33,60.00
24.30,16.67,60.00
24.30,16.67,60.00
24.30,13.33,60.00
24.40,13.33,57.80
24.40,13.33,57.80
24.40,16.67,57.80
24.40,13.33,57.80
24.40,16.67,57.80
24.40,13.33,57.80
24.40,13.33,57.80
24.40,10.00,57.80
24.20,16.67,61.30
24.20,13.33,61.30
24.20,16.67,61.30
24.20,13.33,61.30
24.20,16.67,61.30
24.20,13.33,61.30
24.20,16.67,61.30
24.20,13.33,61.30
24.20,16.67,61.30
24.30,16.67,58.90
24.30,13.33,58.90
24.30,10.00,58.90
24.30,10.00,58.90
24.30,13.33,58.90
24.30,13.33,58.90
24.30,16.67,58.90
24.30,16.67,58.90
24.30,16.67,63.00
24.40,16.67,63.00
24.40,16.67,63.00
24.40,16.67,63.00
24.40,13.33,63.00
24.40,13.33,63.00
24.40,13.33,63.00
24.40,10.00,63.00
24.40,10.00,63.00
24.50,16.67,63.60
24.50,13.33,63.60
24.50,16.67,63.60
24.50,16.67,63.60
24.50,16.67,63.60
24.50,13.33,63.60
24.50,16.67,63.60
24.50,16.67,63.60
24.50,16.67,63.60
24.60,16.67,60.50
24.60,10.00,60.50
24.60,10.00,60.50
24.60,13.33,60.50
24.60,13.33,60.50
24.60,13.33,60.50
24.60,16.67,60.50
24.60,16.67,60.50
24.20,13.33,61.80
24.20,16.67,61.80
24.20,13.33,61.80
24.20,13.33,61.80
24.20,13.33,61.80
24.20,13.33,61.80
24.20,13.33,61.80
24.20,13.33,61.80
24.20,16.67,61.80
24.50,13.33,60.90
24.50,16.67,60.90
24.50,13.33,60.90
24.50,13.33,60.90
24.50,13.33,60.90
24.50,16.67,60.90
24.50,13.33,60.90
24.50,16.67,60.90
24.40,16.67,61.90
24.40,13.33,61.90
24.40,13.33,61.90
24.40,13.33,61.90
24.40,10.00,61.90
24.40,16.67,61.90
24.40,16.67,61.90
24.40,13.33,61.90
24.40,16.67,61.90
24.40,16.67,60.80
24.40,16.67,60.80
24.40,13.33,60.80
24.40,13.33,60.80
24.40,16.67,60.80
24.40,13.33,60.80
24.40,13.33,60.80
24.40,13.33,60.80
24.40,10.00,60.40
24.40,10.00,60.40
24.40,16.67,60.40
24.40,16.67,60.40
24.40,16.67,60.40
24.40,16.67,60.40
24.40,16.67,60.40
24.40,13.33,60.40
24.40,13.33,60.40
24.70,13.33,61.60
24.70,13.33,61.60
24.70,13.33,61.60
24.70,13.33,61.60
24.70,10.00,61.60
24.70,13.33,61.60
24.70,16.67,61.60
24.70,16.67,61.60
24.60,13.33,59.80
24.60,13.33,59.80
24.60,13.33,59.80
24.60,16.67,59.80
24.60,16.67,59.80
24.60,16.67,59.80
24.60,13.33,59.80
24.60,10.00,59.80
24.60,16.67,59.80
24.60,10.00,60.30
24.60,10.00,60.30
24.60,16.67,60.30
24.60,16.67,60.30
24.60,13.33,60.30
24.60,16.67,60.30
24.60,16.67,60.30
24.60,13.33,60.30
24.40,16.67,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,10.00,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.60,16.67,60.60
24.60,13.33,60.60
24.60,13.33,60.60
24.60,16.67,60.60
24.60,16.67,60.60
24.60,16.67,60.60
24.60,10.00,60.60
24.60,16.67,60.60
24.40,16.67,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.40,16.67,59.60
24.40,13.33,59.60
24.40,16.67,59.60
24.50,16.67,60.30
24.50,16.67,60.30
24.50,13.33,60.30
24.50,20.00,60.30
24.50,13.33,60.30
24.50,10.00,60.30
24.50,13.33,60.30
24.50,13.33,60.30
24.60,13.33,59.70
24.60,13.33,59.70
24.60,13.33,59.70
24.60,13.33,59.70
24.60,16.67,59.70
24.60,16.67,59.70
24.60,16.67,59.70
24.60,13.33,59.70
24.60,10.00,59.70
24.40,13.33,59.80
24.40,13.33,59.80
24.40,16.67,59.80
24.40,16.67,59.80
24.40,13.33,59.80
24.40,16.67,59.80
24.40,16.67,59.80
24.40,16.67,59.80
24.40,16.67,60.10
24.40,13.33,60.10
24.40,16.67,60.10
24.40,10.00,60.10
24.40,10.00,60.10
24.40,10.00,60.10
24.40,13.33,60.10
24.40,16.67,60.10
24.40,13.33,60.10
24.50,16.67,59.30
24.50,16.67,59.30
24.50,16.67,59.30
24.50,16.67,59.30
24.50,13.33,59.30
24.50,13.33,59.30
24.50,13.33,59.30
24.50,13.33,59.30
24.40,10.00,59.40
24.40,10.00,59.40
24.40,16.67,59.40
24.40,13.33,59.40
24.40,13.33,59.40
24.40,13.33,59.40
24.40,16.67,59.40
24.40,16.67,59.40
24.40,13.33,59.40
24.50,13.33,59.50
24.50,13.33,59.50
24.50,13.33,59.50
24.50,13.33,59.50
24.50,13.33,59.50
24.50,10.00,59.50
24.50,10.00,59.50
24.50,16.67,59.50
24.40,16.67,60.10
24.40,13.33,60.10
24.40,13.33,60.10
24.40,13.33,60.10
24.40,16.67,60.10
24.40,16.67,60.10
24.40,13.33,60.10
24.40,10.00,60.10
24.40,13.33,60.10
24.60,13.33,61.60
24.60,13.33,61.60
24.60,13.33,61.60
24.60,13.33,61.60
24.60,16.67,61.60
24.60,13.33,61.60
24.60,13.33,61.60
24.60,13.33,61.60
24.40,13.33,59.10
24.40,13.33,59.10
24.40,13.33,59.10
24.40,10.00,59.10
24.40,13.33,59.10
24.40,13.33,59.10
24.40,16.67,59.10
24.40,13.33,59.10
24.40,13.33,59.10
24.50,16.67,58.50
24.50,13.33,58.50
24.50,13.33,58.50
24.50,16.67,58.50
24.50,16.67,58.50
24.50,13.33,58.50
24.50,16.67,58.50
24.50,10.00,58.50
24.50,13.33,60.20
24.50,16.67,60.20
24.50,13.33,60.20
24.50,16.67,60.20
24.50,13.33,60.20
24.50,13.33,60.20
24.50,16.67,60.20
24.50,16.67,60.20
24.50,16.67,60.20
24.50,16.67,59.10
24.50,16.67,59.10
24.50,13.33,59.10
24.50,10.00,59.10
24.50,10.00,59.10
24.50,13.33,59.10
24.50,16.67,59.10
24.50,16.67,59.10
24.40,16.67,59.20
24.40,16.67,59.20
24.40,13.33,59.20
24.40,16.67,59.20
24.40,16.67,59.20
24.40,13.33,59.20
24.40,13.33,59.20
24.40,16.67,59.20
24.40,10.00,59.20
24.50,13.33,60.80
24.50,10.00,60.80
24.50,13.33,60.80
24.50,16.67,60.80
24.50,16.67,60.80
24.50,16.67,60.80
24.50,16.67,60.80
24.50,13.33,60.80
24.50,16.67,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,10.00,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,20.00,59.40
24.50,13.33,59.40
24.50,16.67,59.40
24.50,16.67,59.40
24.50,13.33,59.40
24.50,16.67,59.40
24.50,13.33,59.40
24.50,16.67,59.40
24.60,13.33,61.40
24.60,13.33,61.40
24.60,13.33,61.40
24.60,13.33,61.40
24.60,13.33,61.40
24.60,16.67,61.40
24.60,16.67,61.40
24.60,13.33,61.40
24.60,13.33,61.40
24.50,16.67,59.70
24.50,16.67,59.70
24.50,16.67,59.70
24.50,10.00,59.70
24.50,13.33,59.70
24.50,13.33,59.70
24.50,13.33,59.70
24.50,16.67,59.70
24.50,16.67,61.20
24.40,13.33,61.20
24.40,13.33,61.20
24.40,13.33,61.20
24.40,16.67,61.20
24.40,13.33,61.20
24.40,10.00,61.20
24.40,16.67,61.20
24.40,10.00,61.20
24.40,10.00,61.30
24.40,13.33,61.30
24.40,16.67,61.30
24.40,13.33,61.30
24.40,13.33,61.30
24.40,13.33,61.30
24.40,16.67,61.30
24.40,13.33,61.30
24.40,16.67,61.30
24.50,16.67,59.70
24.50,13.33,59.70
24.50,13.33,59.70
24.50,10.00,59.70
24.50,10.00,59.70
24.50,10.00,59.70
24.50,10.00,59.70
24.50,16.67,59.70
24.50,16.67,61.60
24.50,16.67,61.60
24.50,13.33,61.60
24.50,16.67,61.60
24.50,13.33,61.60
24.50,13.33,61.60
24.50,16.67,61.60
24.50,13.33,61.60
24.50,10.00,61.60
24.70,13.33,59.30
24.70,13.33,59.30
24.70,13.33,59.30
24.70,16.67,59.30
24.70,16.67,59.30
24.70,13.33,59.30
24.70,13.33,59.30
24.70,13.33,59.30
24.60,16.67,62.90
24.60,16.67,62.90
24.60,16.67,62.90
24.60,16.67,62.90
24.60,13.33,62.90
24.60,13.33,62.90
24.60,13.33,62.90
24.60,13.33,62.90
24.60,16.67,62.90
24.70,16.67,62.40
24.70,13.33,62.40
24.70,13.33,62.40
24.70,16.67,62.40
24.70,16.67,62.40
24.70,16.67,62.40
24.70,13.33,62.40
24.70,10.00,62.40
24.50,13.33,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,10.00,59.00
24.50,16.67,59.00
24.70,13.33,59.00
24.70,16.67,59.00
24.70,13.33,59.00
24.70,13.33,59.00
24.70,13.33,59.00
24.70,16.67,59.00
24.70,13.33,59.00
24.70,16.67,59.00
24.50,16.67,62.30
24.50,13.33,62.30
24.50,13.33,62.30
24.50,16.67,62.30
24.50,13.33,62.30
24.50,16.67,62.30
24.50,16.67,62.30
24.50,13.33,62.30
24.50,10.00,62.30
24.50,10.00,59.00
24.50,10.00,59.00
24.50,13.33,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,13.33,59.00
24.50,16.67,59.00
24.50,16.67,59.00
24.50,16.67,59.70
24.50,13.33,59.70
24.50,13.33,59.70
24.50,16.67,59.70
24.50,10.00,59.70
24.50,13.33,59.70
24.50,10.00,59.70
24.50,10.00,59.70
24.50,13.33,59.70
24.70,13.33,59.30
24.70,13.33,59.30
24.70,16.67,59.30
24.70,13.33,59.30
24.70,16.67,59.30
24.70,16.67,59.30
24.70,16.67,59.30
24.70,13.33,59.30
24.80,16.67,59.70
24.80,13.33,59.70
24.80,13.33,59.70
24.80,16.67,59.70
24.80,16.67,59.70
24.80,13.33,59.70
24.80,13.33,59.70
24.80,13.33,59.70
24.80,16.67,59.70
24.50,13.33,59.40
24.50,16.67,59.40
24.50,16.67,59.40
24.50,10.00,59.40
24.50,10.00,59.40
24.50,13.33,59.40
24.50,13.33,59.40
24.50,13.33,59.40
24.50,13.33,59.80
24.50,13.33,59.80
24.50,13.33,59.80
24.50,16.67,59.80
24.50,13.33,59.80
24.50,16.67,59.80
24.50,13.33,59.80
24.50,13.33,59.80
24.50,13.33,59.80
24.50,10.00,58.40
24.50,10.00,58.40
24.50,10.00,58.40
24.50,16.67,58.40
24.50,16.67,58.40
24.50,13.33,58.40
24.50,16.67,58.40
24.50,13.33,58.40
24.60,16.67,63.00
24.60,16.67,63.00
24.60,16.67,63.00
24.60,10.00,63.00
24.60,13.33,63.00
24.60,13.33,63.00
24.60,13.33,63.00
24.60,16.67,63.00
24.60,16.67,63.00
24.70,13.33,60.40
24.70,16.67,60.40
24.70,13.33,60.40
24.70,16.67,60.40
24.70,16.67,60.40
24.70,16.67,60.40
24.70,13.33,60.40
24.70,13.33,60.40
24.40,10.00,60.00
24.40,10.00,60.00
24.40,16.67,60.00
24.40,13.33,60.00
24.40,13.33,60.00
24.40,13.33,60.00
24.40,13.33,60.00
24.40,16.67,60.00
24.40,16.67,60.00
24.70,16.67,60.60
24.70,16.67,60.60
24.70,16.67,60.60
24.70,10.00,60.60
24.70,10.00,60.60
24.70,10.00,60.60
24.70,13.33,60.60
24.70,16.67,60.60
24.50,16.67,58.10
24.50,16.67,58.10
24.50,13.33,58.10
24.50,16.67,58.10
24.50,16.67,58.10
24.50,16.67,58.10
24.50,16.67,58.10
24.50,13.33,58.10
24.50,13.33,58.10
24.50,13.33,60.40
24.50,13.33,60.40
24.50,10.00,60.40
24.50,13.33,60.40
24.50,16.67,60.40
24.50,13.33,60.40
24.50,13.33,60.40
24.50,16.67,60.40
24.70,16.67,58.30
24.70,16.67,58.30
24.70,16.67,58.30
24.70,10.00,58.30
24.70,13.33,58.30
24.70,13.33,58.30
24.70,13.33,58.30
24.70,13.33,58.30
24.70,13.33,58.30
24.50,16.67,61.30
24.50,13.33,61.30
24.50,13.33,61.30
24.50,16.67,61.30
24.50,16.67,61.30
24.50,13.33,61.30
24.50,16.67,61.30
24.50,10.00,61.30
24.50,10.00,60.00
24.50,10.00,60.00
24.50,13.33,60.00
24.50,16.67,60.00
24.50,16.67,60.00
24.50,13.33,60.00
24.50,16.67,60.00
24.50,16.67,60.00
24.50,13.33,60.00
24.50,16.67,58.50
24.50,13.33,58.50
24.50,16.67,58.50
24.50,16.67,58.50
24.50,13.33,58.50
24.50,13.33,58.50
24.50,13.33,58.50
24.50,13.33,58.50
24.70,16.67,60.20
24.70,16.67,60.20
24.70,16.67,60.20
24.70,13.33,60.20
24.70,16.67,60.20
24.70,16.67,60.20
24.70,13.33,60.20
24.70,13.33,60.20
24.70,13.33,60.20
24.70,16.67,58.90
24.70,10.00,58.90
24.70,16.67,58.90
24.70,13.33,58.90
24.70,13.33,58.90
24.70,16.67,58.90
24.70,16.67,58.90
24.70,16.67,58.90
24.60,16.67,57.90
24.60,13.33,57.90
24.60,13.33,57.90
24.60,10.00,57.90
24.60,13.33,57.90
24.60,13.33,57.90
24.60,16.67,57.90
24.60,13.33,57.90
24.60,16.67,57.90
24.80,16.67,59.10
24.80,16.67,59.10
24.80,16.67,59.10
24.80,16.67,59.10
24.80,13.33,59.10
24.80,16.67,59.10
24.80,13.33,59.10
24.80,13.33,59.10
24.50,10.00,58.70
24.50,10.00,58.70
24.50,13.33,58.70
24.50,16.67,58.70
24.50,16.67,58.70
24.50,16.67,58.70
24.50,16.67,58.70
24.50,13.33,58.70
24.50,16.67,58.70
24.50,13.33,62.20
24.50,13.33,62.20
24.50,13.33,62.20
24.50,13.33,62.20
24.50,13.33,62.20
24.50,13.33,62.20
24.50,10.00,62.20
24.50,16.67,62.20
24.60,16.67,60.10
24.60,16.67,60.10
24.60,13.33,60.10
24.60,16.67,60.10
24.60,16.67,60.10
24.60,16.67,60.10
24.60,16.67,60.10
24.60,13.33,60.10
24.60,10.00,60.10
24.70,13.33,57.40
24.70,13.33,57.40
24.70,13.33,57.40
24.70,13.33,57.40
24.70,16.67,57.40
24.70,16.67,57.40
24.70,16.67,57.40
24.70,16.67,57.40
24.70,16.67,59.70
24.70,13.33,59.70
24.70,13.33,59.70
24.70,10.00,59.70
24.70,10.00,59.70
24.70,10.00,59.70
24.70,13.33,59.70
